"priority","paper_id","title","why_you_are_being_asked","currently_labeled_waymo","machine_found","open_this","AFFILIATIONS_fill","IS_WAYMO_fill","NOTES_fill"
"1","2210.09539","Hierarchical Model-Based Imitation Learning for Planning in Autonomous Driving","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2210.09539","","",""
"1","2210.13488","LidarAugment: Searching for Scalable 3D LiDAR Data Augmentations","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2210.13488","","",""
"1","2212.08148","Collision Avoidance Testing of the Waymo Automated Driving System","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2212.08148","","",""
"1","2212.11419","Imitation Is Not Enough: Robustifying Imitation with Reinforcement Learning for Challenging Driving Scenarios","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2212.11419","","",""
"1","2303.15201","Learning An Active Inference Model of Driver Perception and Control: Application to Vehicle Car-Following","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2303.15201","","",""
"1","2304.03834","WOMD-LiDAR: Raw Sensor Dataset Benchmark for Motion Forecasting","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2304.03834","","",""
"1","2305.12032","The Waymo Open Sim Agents Challenge","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2305.12032","","",""
"1","2306.01075","Pedestrian Crossing Action Recognition and Trajectory Prediction with 3D Human Keypoints","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2306.01075","","",""
"1","2306.03083","MotionDiffuser: Controllable Multi-Agent Motion Prediction using Diffusion","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2306.03083","","",""
"1","2306.03206","MoDAR: Using Motion Forecasting for 3D Object Detection in Point Cloud Sequences","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2306.03206","","",""
"1","2306.17682","ADS Standardization Landscape: Making Sense of its Status and of the Associated Research Questions","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2306.17682","","",""
"1","2309.14003","Hierarchical Imitation Learning for Stochastic Environments","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2309.14003","","",""
"1","2309.14491","Unsupervised 3D Perception with 2D Vision-Language Distillation for Autonomous Driving","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2309.14491","","",""
"1","2309.16534","MotionLM: Multi-Agent Motion Forecasting as Language Modeling","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2309.16534","","",""
"1","2309.16870","LEF: Late-to-Early Temporal Fusion for LiDAR 3D Object Detection","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2309.16870","","",""
"1","2309.16889","Superpixel Transformers for Efficient Semantic Segmentation","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2309.16889","","",""
"1","2310.08710","Waymax: An Accelerated, Data-Driven Simulator for Large-Scale Autonomous Driving Research","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2310.08710","","",""
"1","2404.03843","Scaling Motion Forecasting Models with Ensemble Distillation","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2404.03843","","",""
"1","2404.19531","MoST: Multi-modality Scene Tokenization for Motion Prediction","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2404.19531","","",""
"1","2405.00236","STT: Stateful Tracking with Transformers for Autonomous Driving","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2405.00236","","",""
"1","2405.02811","PVTransformer: Point-to-Voxel Transformer for Scalable 3D Object Detection","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2405.02811","","",""
"1","2405.03807","UniGen: Unified Modeling of Initial Agent States and Trajectories for Generating Autonomous Driving Scenarios","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2405.03807","","",""
"1","2412.12129","SceneDiffuser: Efficient and Controllable Driving Simulation Initialization and Rollout","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2412.12129","","",""
"1","2506.09929","Assessing a Safety Case: Bottom-up Guidance for Claims and Evidence Evaluation","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2506.09929","","",""
"1","2508.19425","From Stoplights to On-Ramps: A Comprehensive Set of Crash Rate Benchmarks for Freeway and Surface Street ADS Evaluation","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2508.19425","","",""
"1","2604.27168","The Field of Safe Motion: Operationalizing Affordances in the Field of Safe Travel Using Reachability Analysis","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2604.27168","","",""
"1","2605.22809","Sensor2Sensor: Cross-Embodiment Sensor Conversion for Autonomous Driving","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","https://arxiv.org/abs/2605.22809","","",""
"1","local:0983968f9ec2","Collision Avoidance Effectiveness of an Automated Driving System Using a Human Driver Behavior Reference Model in Reconstructed Fatal Collisions","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:0983968f9ec2.pdf","","",""
"1","local:0bce58005210","Ride-hailing in the Safe System: Increased Seat Belt Compliance and Late Model Year Vehicles","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:0bce58005210.pdf","","",""
"1","local:39d37d41dd77","Determining Absence of Unreasonable Risk","on the curated list but NO extractor could confirm it","yes","nothing -- no affiliations extracted","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:39d37d41dd77.pdf","","",""
"2","2002.05878","An LSTM-Based Autonomous Driving Model Using Waymo Open Dataset","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2002.05878","","",""
"2","2006.15505","1st Place Solution for Waymo Open Dataset Challenge -- 3D Detection and Domain Adaptation","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2006.15505","","",""
"2","2006.15506","1st Place Solutions for Waymo Open Dataset Challenges -- 2D and 3D Tracking","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2006.15506","","",""
"2","2006.15507","2nd Place Solution for Waymo Open Dataset Challenge -- 2D Object Detection","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2006.15507","","",""
"2","2007.12392","An LSTM Approach to Temporal 3D Object Detection in LiDAR Point Clouds","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2007.12392","","",""
"2","2008.01365","1st Place Solutions of Waymo Open Dataset Challenge 2020 -- 2D Object Detection Track","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2008.01365","","",""
"2","2008.12599","PV-RCNN: The Top-Performing LiDAR-only Solutions for 3D Detection / 3D Tracking / Domain Adaptation of Waymo Open Dataset Challenges","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2008.12599","","",""
"2","2106.08713","2nd Place Solution for Waymo Open Dataset Challenge -- Real-time 2D Object Detection","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2106.08713","","",""
"2","2106.10493","CenterAtt: Fast 2-stage Center Attention Network","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2106.10493","","",""
"2","2106.14160","DenseTNT: Waymo Open Dataset Motion Prediction Challenge 1st Place Solution","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2106.14160","","",""
"2","2209.10033","MTR-A: 1st Place Solution for 2022 Waymo Open Dataset Challenge -- Motion Prediction","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2209.10033","","",""
"2","2301.02562","Super Sparse 3D Object Detection","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2301.02562","","",""
"2","2306.11638","Collision Avoidance Detour for Multi-Agent Trajectory Forecasting","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2306.11638","","",""
"2","2308.03755","FSD V2: Improving Fully Sparse 3D Object Detection with Virtual Voxels","heuristic says Waymo, curated list does not","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2308.03755","","",""
"2","2407.15282","Point Transformer V3 Extreme: 1st Place Solution for 2024 Waymo Open Dataset Challenge in Semantic Segmentation","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2407.15282","","",""
"2","2407.16832","Real-time risk estimation for active road safety: Leveraging Waymo AV sensor data with hierarchical Bayesian extreme value models","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2407.16832","","",""
"2","2408.15254","vFusedSeg3D: 3rd Place Solution for 2024 Waymo Open Dataset Challenge in Semantic Segmentation","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2408.15254","","",""
"2","2411.01683","ROAD-Waymo: A Large-Scale Action Awareness Dataset for Autonomous Driving","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2411.01683","","",""
"2","2501.05472","The 2nd Place Solution from the 3D Semantic Segmentation Track in the 2024 Waymo Open Dataset Challenge","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2501.05472","","",""
"2","2505.01446","Waymo Driverless Car Data Analysis and Driving Modeling using CNN and LSTM","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2505.01446","","",""
"2","2506.23433","Risk-Based Filtering of Valuable Driving Situations in the Waymo Open Motion Dataset","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2506.23433","","",""
"2","2509.03515","Can the Waymo Open Motion Dataset Support Realistic Behavioral Modeling? A Validation Study with Naturalistic Trajectories","heuristic says Waymo, curated list does not","no","GROBID: 'waymo' in an org name","https://arxiv.org/abs/2509.03515","","",""
"2","2510.26125","WOD-E2E: Waymo Open Dataset for End-to-End Driving in Challenging Long-tail Scenarios","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2510.26125","","",""
"2","2511.17675","Lane-Frame Quantum Multimodal Driving Forecasts for the Trajectory of Autonomous Vehicles","heuristic says Waymo, curated list does not","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2511.17675","","",""
"2","2512.18537","Systematic Benchmarking of SUMO Against Data-Driven Traffic Simulators","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2512.18537","","",""
"2","2601.15951","EVolSplat4D: Efficient Volume-based Gaussian Splatting for 4D Urban Scene Synthesis","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2601.15951","","",""
"2","2605.01485","Cut-In Gap Acceptance Toward Autonomous vs. Human-Driven Vehicles: Evidence from the Waymo Open Motion Dataset","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2605.01485","","",""
"2","2605.25095","RECTOR: Priority-Aware Rule-Based Reranking for Compliance-Aware Autonomous Driving Trajectory Selection","heuristic says Waymo, curated list does not","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2605.25095","","",""
"2","local:03e2dfdfa816","1","heuristic says Waymo, curated list does not","no","GROBID: 'waymo' in an org name","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:03e2dfdfa816.pdf","","",""
"2","local:09ecec1704f4","ADS Standardization Landscape: Making Sense of its Status and of the Associated Research Questions ","heuristic says Waymo, curated list does not","no","nothing -- no affiliations extracted","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:09ecec1704f4.pdf","","",""
"2","local:1023e9edcb19","Conflict Typology and Causal Mechanisms Paper - ESV 2023","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:1023e9edcb19.pdf","","",""
"2","local:1dff0e02e00f","Improving Agent Behaviors with RL Fine-tuning","heuristic says Waymo, curated list does not","no","GROBID: 'waymo' in an org name","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:1dff0e02e00f.pdf","","",""
"2","local:341648b7a22a","Challenges in Evaluating ADS using Current Active Safety Test Track Protocols","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:341648b7a22a.pdf","","",""
"2","local:4c3912bd5507","Safety Performance of Waymo RO at 1M miles ","heuristic says Waymo, curated list does not","no","nothing -- no affiliations extracted","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:4c3912bd5507.pdf","","",""
"2","local:6cf69bdc1918","RIDDLE: Lidar Data Compression with Range Image Deep Delta Encoding","heuristic says Waymo, curated list does not","no","nothing -- no affiliations extracted","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:6cf69bdc1918.pdf","","",""
"2","local:87e327d45666","Open Access https://doi.org/10.48130/DTS-2023-0009","heuristic says Waymo, curated list does not","no","GROBID read affiliations, found NO Waymo","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:87e327d45666.pdf","","",""
"2","local:887d2e923632","Waymo’s Safety Methodologies","heuristic says Waymo, curated list does not","no","nothing -- no affiliations extracted","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:887d2e923632.pdf","","",""
"2","local:8f3f207a6c38","Waymo Public Road Safety Performance Data","heuristic says Waymo, curated list does not","no","nothing -- no affiliations extracted","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:8f3f207a6c38.pdf","","",""
"2","local:9069f92257db","TNT: Target-driveN Trajectory Prediction","heuristic says Waymo, curated list does not","no","nothing -- no affiliations extracted","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:9069f92257db.pdf","","",""
"2","local:94bdd3d09df1","Waymo-Fatigue-Risk-Management-Framework","heuristic says Waymo, curated list does not","no","nothing -- no affiliations extracted","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:94bdd3d09df1.pdf","","",""
"2","local:a46ca5506b1f","Collision Avoidance Testing of the Waymo Automated Driving System","heuristic says Waymo, curated list does not","no","nothing -- no affiliations extracted","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:a46ca5506b1f.pdf","","",""
"2","local:d9fad67f37a9","Assessing a Safety Case: Bottom-up guidance for claims and evidence evaluation","heuristic says Waymo, curated list does not","no","nothing -- no affiliations extracted","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:d9fad67f37a9.pdf","","",""
"2","local:e402895b56ca","Waymo Safety Case Approach White Paper ","heuristic says Waymo, curated list does not","no","nothing -- no affiliations extracted","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:e402895b56ca.pdf","","",""
"2","local:e814ecfb8bc7","[DRAFT] Freeway Crash Rate Benchmarks ","heuristic says Waymo, curated list does not","no","nothing -- no affiliations extracted","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:e814ecfb8bc7.pdf","","",""
"2","local:ee433523d2e6","3D Human Keypoints Estimation from Point Clouds in the Wild","heuristic says Waymo, curated list does not","no","GROBID: 'waymo' in an org name","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:ee433523d2e6.pdf","","",""
"3","2207.03586","CausalAgents: A Robustness Benchmark for Motion Forecasting using Causal Relationships","on the curated list, heuristic missed it","yes","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2207.03586","","",""
"3","2502.08121","Being good (at driving): Characterizing behavioral expectations on automated and human driven vehicles","on the curated list, heuristic missed it","yes","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2502.08121","","",""
"3","2505.14842","Looking for an out: Affordances, uncertainty and collision avoidance behavior of human drivers","on the curated list, heuristic missed it","yes","GROBID: 'waymo' in an org name","https://arxiv.org/abs/2505.14842","","",""
"3","2510.06209","Drive&Gen: Co-Evaluating End-to-End Driving and Video Generation Models","on the curated list, heuristic missed it","yes","GROBID read affiliations, found NO Waymo","https://arxiv.org/abs/2510.06209","","",""
"3","2604.19838","Resolving space-sharing conflicts in road user interactions through uncertainty reduction: An active inference-based computational model","on the curated list, heuristic missed it","yes","GROBID: an @waymo.com email","https://arxiv.org/abs/2604.19838","","",""
"3","local:442bfd3211f4","Descriptive Analysis of Cyclist Dooring Events Using Data from the National Electronic Injury Surveillance System (NEISS)","on the curated list, heuristic missed it","yes","GROBID: an @waymo.com email","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:442bfd3211f4.pdf","","",""
"3","local:d45d629ccad0","Characterising Vulnerable Road User Evasive Manoeuvring in Real-World Crashes: Injury Risk Implications","on the curated list, heuristic missed it","yes","GROBID: an @waymo.com email","/home/omar/ai-projects/research-system-rag/waymo/data/pdf_cache/local:d45d629ccad0.pdf","","",""
"4","1711.01843","Online Tool Condition Monitoring Based on Parsimonious Ensemble+","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/1711.01843","","",""
"4","1911.04074","SUMMIT: A Simulator for Urban Driving in Massive Mixed Traffic","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/1911.04074","","",""
"4","2003.01886","Efficient statistical validation with edge cases to evaluate Highly Automated Vehicles","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2003.01886","","",""
"4","2003.07102","Ideal circle microswimmers in crowded media","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2003.07102","","",""
"4","2004.07480","The Role of the Hercules Autonomous Vehicle During the COVID-19 Pandemic: An Autonomous Logistic Vehicle for Contactless Goods Transportation","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2004.07480","","",""
"4","2005.07740","Online Verification Concept for Autonomous Vehicles -- Illustrative Study for a Trajectory Planning Module","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2005.07740","","",""
"4","2008.00549","Edge Computing for Real-Time Near-Crash Detection for Smart Transportation Applications","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2008.00549","","",""
"4","2008.05938","RGB cameras failures and their effects in autonomous driving applications","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2008.05938","","",""
"4","2009.08650","Per-frame mAP Prediction for Continuous Performance Monitoring of Object Detection During Deployment","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2009.08650","","",""
"4","2010.09992","Bernstein polynomial-based transcription method for solving optimal trajectory generation problems","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2010.09992","","",""
"4","2011.11191","Socially Aware Crowd Navigation with Multimodal Pedestrian Trajectory Prediction for Autonomous Vehicles","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2011.11191","","",""
"4","2011.12406","Prediction-Based Reachability for Collision Avoidance in Autonomous Driving","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2011.12406","","",""
"4","2012.01010","Driving-Policy Adaptive Safeguard for Autonomous Vehicles Using Reinforcement Learning","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2012.01010","","",""
"4","2012.05032","ReCoG: A Deep Learning Framework with Heterogeneous Graph for Interaction-Aware Trajectory Prediction","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2012.05032","","",""
"4","2102.09117","Spatio-Temporal Graph Dual-Attention Network for Multi-Agent Prediction and Tracking","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2102.09117","","",""
"4","2107.09918","Risk-Based Safety Envelopes for Autonomous Vehicles Under Perception Uncertainty","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2107.09918","","",""
"4","2112.03232","A Risk-Averse Preview-based $Q$-Learning Algorithm: Application to Highway Driving of Autonomous Vehicles","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2112.03232","","",""
"4","2206.04948","A Holistic Robust Motion Controller Framework for Autonomous Platooning","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2206.04948","","",""
"4","2206.13034","Monitoring Shortcut Learning using Mutual Information","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2206.13034","","",""
"4","2210.02761","Learning Autonomous Vehicle Safety Concepts from Demonstrations","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2210.02761","","",""
"4","2211.01634","P4P: Conflict-Aware Motion Prediction for Planning in Autonomous Driving","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2211.01634","","",""
"4","2303.12535","An Effective Motion-Centric Paradigm for 3D Single Object Tracking in Point Clouds","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2303.12535","","",""
"4","2305.18380","Potential-based Credit Assignment for Cooperative RL-based Testing of Autonomous Vehicles","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2305.18380","","",""
"4","2306.05418","Weakly Supervised 3D Object Detection with Multi-Stage Generalization","no extractor output; sampled to check for a missed Waymo paper","no","nothing -- no affiliations extracted","https://arxiv.org/abs/2306.05418","","",""
